Gross Margin % 2009,29.7
Gross Margin % 2010,30.3
Gross Margin % YoY % change,-0.600
Operating Margin % 2009,4.6
Operating Margin % 2010,12.0
Operating Margin % YoY % change,-7.400
Earnings Per Share USD 2009,0.44
Earnings Per Share USD 2010,1.70
Earnings Per Share USD YoY % change,-1.260
Book Value Per Share USD 2009,11.40
Book Value Per Share USD 2010,13.51
Book Value Per Share USD YoY % change,-2.110
SG&A 2009,20.31
SG&A 2010,17.94
SG&A YoY % change,2.370
Return on Assets % 2009,2.49
Return on Assets % 2010,8.74
Return on Assets % YoY % change,-6.250
Return on Equity % 2009,3.80
Return on Equity % 2010,13.73
Return on Equity % YoY % change,-9.930
Return on Invested Capital % 2009,3.35
Return on Invested Capital % 2010,11.98
Return on Invested Capital % YoY % change,-8.630
Cap Ex as a % of Sales 2009,7.63
Cap Ex as a % of Sales 2010,7.31
Cap Ex as a % of Sales YoY % change,0.320
Total Current Assets 2009,54.87
Total Current Assets 2010,57.13
Total Current Assets YoY % change,-2.260
Total Current Liabilities 2009,28.20
Total Current Liabilities 2010,24.52
Total Current Liabilities YoY % change,3.680
Current Ratio 2009,1.95
Current Ratio 2010,2.33
Current Ratio YoY % change,-0.380
Quick Ratio 2009,1.24
Quick Ratio 2010,1.54
Quick Ratio YoY % change,-0.300
