Gross Margin % 2009,80.5
Gross Margin % 2010,81.9
Gross Margin % YoY % change,-1.400
Operating Margin % 2009,26.1
Operating Margin % 2010,30.4
Operating Margin % YoY % change,-4.300
Earnings Per Share USD 2009,1.86
Earnings Per Share USD 2010,2.96
Earnings Per Share USD YoY % change,-1.100
Book Value Per Share USD 2009,12.49
Book Value Per Share USD 2010,13.97
Book Value Per Share USD YoY % change,-1.480
SG&A 2009,41.01
SG&A 2010,39.44
SG&A YoY % change,1.570
R&D 2009,13.41
R&D 2010,12.06
R&D YoY % change,1.350
Return on Assets % 2009,12.44
Return on Assets % 2010,16.47
Return on Assets % YoY % change,-4.030
Return on Equity % 2009,16.77
Return on Equity % 2010,22.89
Return on Equity % YoY % change,-6.120
Return on Invested Capital % 2009,16.77
Return on Invested Capital % 2010,22.89
Return on Invested Capital % YoY % change,-6.120
Cap Ex as a % of Sales 2009,1.43
Cap Ex as a % of Sales 2010,3.14
Cap Ex as a % of Sales YoY % change,-1.710
Total Current Assets 2009,44.48
Total Current Assets 2010,48.69
Total Current Assets YoY % change,-4.210
Total Current Liabilities 2009,21.08
Total Current Liabilities 2010,23.74
Total Current Liabilities YoY % change,-2.660
Current Ratio 2009,2.11
Current Ratio 2010,2.05
Current Ratio YoY % change,0.060
Quick Ratio 2009,1.88
Quick Ratio 2010,1.90
Quick Ratio YoY % change,-0.020
