4-Jan-10,14.50,14.70,14.36,14.54,14488879
5-Jan-10,14.76,14.94,14.59,14.87,20109821
6-Jan-10,14.87,14.88,14.50,14.58,25146852
7-Jan-10,14.60,14.80,14.53,14.72,19705925
8-Jan-10,14.84,14.92,14.71,14.85,17641537
11-Jan-10,14.87,15.00,14.70,14.86,18758416
12-Jan-10,14.82,15.20,14.80,15.06,28240324
13-Jan-10,15.11,15.15,14.81,15.07,19695988
14-Jan-10,14.94,15.16,14.63,14.70,37817269
15-Jan-10,14.89,14.90,14.31,14.40,30103797
18-Jan-10,-,-,-,14.40,0
19-Jan-10,14.30,14.85,14.30,14.81,17907622
20-Jan-10,14.74,14.74,14.38,14.51,23367282
21-Jan-10,14.51,14.76,14.35,14.39,22137903
22-Jan-10,14.30,14.41,13.58,13.64,28526046
25-Jan-10,13.75,14.10,13.74,13.89,26823534
26-Jan-10,13.80,13.94,13.54,13.58,26288489
27-Jan-10,13.52,13.70,13.29,13.53,28521175
28-Jan-10,13.60,13.64,13.03,13.28,33810104
29-Jan-10,13.37,13.47,12.75,12.90,35716703
1-Feb-10,12.99,13.29,12.98,13.22,26477520
2-Feb-10,13.30,13.38,13.03,13.30,23782925
3-Feb-10,13.27,13.44,13.22,13.36,13242329
4-Feb-10,13.17,13.36,12.98,13.01,24749482
5-Feb-10,13.11,13.31,12.92,13.24,38256071
8-Feb-10,13.28,13.73,13.16,13.39,34710189
9-Feb-10,13.58,13.69,13.39,13.55,21068022
10-Feb-10,13.78,13.96,13.67,13.75,28788529
11-Feb-10,13.73,14.00,13.65,13.95,21790743
12-Feb-10,13.79,13.89,13.50,13.84,25256727
15-Feb-10,-,-,-,13.84,0
16-Feb-10,13.99,14.22,13.99,14.14,20302866
17-Feb-10,14.23,14.36,14.05,14.11,21767306
18-Feb-10,14.22,14.48,14.11,14.43,45300796
19-Feb-10,13.70,13.71,13.27,13.47,99363817
22-Feb-10,13.48,13.50,13.35,13.36,29241590
23-Feb-10,13.34,13.40,13.15,13.21,21330433
24-Feb-10,13.32,13.40,13.26,13.39,28409345
