Gross Margin %,43.1,46.9,36.0,1.9,30.9,38.0,42.2,38.6,33.3,43.1,46.9,36.0,1.9,30.9,38.0,42.2,38.6
Operating Margin %,27.0,30.3,14.6,-58.9,7.1,10.0,25.0,15.0,13.8,27.0,30.3,14.6,-58.9,7.1,10.0,25.0,15.0
Earnings Per Share USD,4.04,5.44,1.79,-9.13,0.93,0.96,2.00,1.44,1.70,4.04,5.44,1.79,-9.13,0.93,0.96,2.00,1.44
Book Value Per Share USD,29.40,24.66,17.13,15.22,22.12,24.24,13.71,11.91,30.09,29.40,24.66,17.13,15.22,22.12,24.24,13.71,11.91
SG&A,6.31,7.80,10.65,15.90,12.22,11.15,8.73,8.00,7.41,6.31,7.80,10.65,15.90,12.22,11.15,8.73,8.00
R&D,9.67,8.75,10.77,12.83,10.73,9.42,8.45,7.03,11.93,9.67,8.75,10.77,12.83,10.73,9.42,8.45,7.03
Return on Assets %,10.42,17.60,6.96,-31.25,3.07,3.94,14.20,12.28,4.07,10.42,17.60,6.96,-31.25,3.07,3.94,14.20,12.28
Return on Equity %,15.37,26.83,11.72,-50.57,4.49,5.46,17.31,15.50,5.83,15.37,26.83,11.72,-50.57,4.49,5.46,17.31,15.50
Return on Invested Capital %,11.09,19.67,7.49,-39.18,3.56,4.01,17.29,15.15,3.83,11.09,19.67,7.49,-39.18,3.56,4.01,17.29,15.15
Cap Ex as a % of Sales,3.41,2.24,1.67,5.49,7.36,5.42,5.83,7.08,9.66,3.41,2.24,1.67,5.49,7.36,5.42,5.83,7.08
Total Current Assets,42.81,45.95,48.57,45.61,45.61,60.88,82.55,81.03,44.55,42.81,45.95,48.57,45.61,45.61,60.88,82.55,81.03
Total Current Liabilities,10.75,10.94,14.51,21.31,12.63,12.87,18.30,15.23,18.20,10.75,10.94,14.51,21.31,12.63,12.87,18.30,15.23
Current Ratio,3.98,4.20,3.35,2.14,3.61,4.73,4.51,5.32,2.45,3.98,4.20,3.35,2.14,3.61,4.73,4.51,5.32
Quick Ratio,3.08,3.35,2.47,1.53,2.63,3.92,3.55,4.29,1.84,3.08,3.35,2.47,1.53,2.63,3.92,3.55,4.29
