Gross Margin %,23.4,23.8,23.6,24.4,24.4,24.3,23.4,24.5,23.2,23.4,23.8,23.6,24.4,24.4,24.3,23.4,24.5
Operating Margin %,7.6,9.1,8.8,8.8,8.4,7.2,4.0,5.3,-9.2,7.6,9.1,8.8,8.8,8.4,7.2,4.0,5.3
Earnings Per Share USD,3.32,3.69,3.14,3.25,2.68,2.18,0.82,1.15,-6.41,3.32,3.69,3.14,3.25,2.68,2.18,0.82,1.15
Book Value Per Share USD,19.40,17.84,17.09,15.90,14.94,13.93,12.98,12.44,11.43,19.40,17.84,17.09,15.90,14.94,13.93,12.98,12.44
SG&A,10.58,9.99,10.14,11.07,11.72,12.29,12.90,13.80,11.22,10.58,9.99,10.14,11.07,11.72,12.29,12.90,13.80
R&D,2.56,2.35,2.46,2.99,3.46,3.92,4.03,4.39,2.82,2.56,2.35,2.46,2.99,3.46,3.92,4.03,4.39
Return on Assets %,5.57,7.32,6.72,8.25,8.51,7.78,3.13,4.64,-10.62,5.57,7.32,6.72,8.25,8.51,7.78,3.13,4.64
Return on Equity %,17.89,21.64,19.28,21.50,18.95,16.46,6.42,9.29,-41.43,17.89,21.64,19.28,21.50,18.95,16.46,6.42,9.29
Return on Invested Capital %,9.89,14.04,13.54,15.19,16.13,14.46,5.51,7.77,-22.43,9.89,14.04,13.54,15.19,16.13,14.46,5.51,7.77
Cap Ex as a % of Sales,3.57,3.28,3.23,2.53,2.92,2.77,2.30,2.66,3.08,3.57,3.28,3.23,2.53,2.92,2.77,2.30,2.66
Total Current Assets,39.39,43.52,45.77,45.64,53.44,58.87,56.05,56.35,46.56,39.39,43.52,45.77,45.64,53.44,58.87,56.05,56.35
Total Current Liabilities,38.95,39.68,37.46,46.71,44.26,43.73,40.69,37.55,42.90,38.95,39.68,37.46,46.71,44.26,43.73,40.69,37.55
Current Ratio,1.01,1.10,1.22,0.98,1.21,1.35,1.38,1.50,1.09,1.01,1.10,1.22,0.98,1.21,1.35,1.38,1.50
Quick Ratio,0.58,0.78,0.76,0.67,0.84,0.98,0.99,1.08,0.66,0.58,0.78,0.76,0.67,0.84,0.98,0.99,1.08
