Gross Margin %,51.4,39.8,35.4,34.3,45.6,42.4,38.3,32.3,52.0,51.4,39.8,35.4,34.3,45.6,42.4,38.3,32.3
Operating Margin %,16.2,7.2,-3.0,-2.1,20.4,14.8,14.3,5.7,15.1,16.2,7.2,-3.0,-2.1,20.4,14.8,14.3,5.7
Earnings Per Share USD,0.94,0.43,-0.12,-0.05,1.31,0.77,0.55,0.19,0.90,0.94,0.43,-0.12,-0.05,1.31,0.77,0.55,0.19
Book Value Per Share USD,6.77,5.41,4.80,4.46,4.71,3.76,2.91,2.36,7.83,6.77,5.41,4.80,4.46,4.71,3.76,2.91,2.36
SG&A,10.15,11.81,11.03,10.58,8.33,9.57,8.61,9.99,10.07,10.15,11.81,11.03,10.58,8.33,9.57,8.61,9.99
R&D,25.08,23.96,27.32,24.99,16.88,18.04,14.82,16.67,26.80,25.08,23.96,27.32,24.99,16.88,18.04,14.82,16.67
Return on Assets %,11.57,6.27,-1.96,-0.85,24.84,19.55,17.08,6.63,9.40,11.57,6.27,-1.96,-0.85,24.84,19.55,17.08,6.63
Return on Equity %,15.86,8.66,-2.69,-1.20,34.49,25.91,22.96,9.00,12.54,15.86,8.66,-2.69,-1.20,34.49,25.91,22.96,9.00
Return on Invested Capital %,15.69,8.49,-2.77,-1.20,34.49,25.91,22.95,8.97,12.42,15.69,8.49,-2.77,-1.20,34.49,25.91,22.95,8.97
Cap Ex as a % of Sales,3.47,2.76,2.33,11.90,4.58,4.73,3.35,3.35,4.28,3.47,2.76,2.33,11.90,4.58,4.73,3.35,3.35
Total Current Assets,70.33,71.79,69.18,64.70,77.08,75.95,80.87,80.13,74.47,70.33,71.79,69.18,64.70,77.08,75.95,80.87,80.13
Total Current Liabilities,16.75,20.97,21.87,23.24,25.81,23.88,22.90,25.86,15.22,16.75,20.97,21.87,23.24,25.81,23.88,22.90,25.86
Current Ratio,4.20,3.42,3.16,2.78,2.99,3.18,3.53,3.10,4.89,4.20,3.42,3.16,2.78,2.99,3.18,3.53,3.10
Quick Ratio,3.73,3.01,2.68,2.02,2.56,2.56,2.89,2.29,4.28,3.73,3.01,2.68,2.02,2.56,2.56,2.89,2.29
