Gross Margin %,36.3,37.2,35.4,33.3,34.8,37.1,31.9,45.4,27.2,36.3,37.2,35.4,33.3,34.8,37.1,31.9,45.4
Operating Margin %,11.7,13.1,11.5,8.9,7.6,6.5,0.4,3.8,1.4,11.7,13.1,11.5,8.9,7.6,6.5,0.4,3.8
Earnings Per Share USD,4.16,2.96,1.98,1.32,0.97,0.71,0.64,0.33,0.29,4.16,2.96,1.98,1.32,0.97,0.71,0.64,0.33
Book Value Per Share USD,12.24,5.50,3.73,5.92,6.53,6.05,4.16,2.98,13.40,12.24,5.50,3.73,5.92,6.53,6.05,4.16,2.98
SG&A,16.53,16.85,17.31,18.27,22.47,26.26,27.22,37.04,16.75,16.53,16.85,17.31,18.27,22.47,26.26,27.22,37.04
R&D,8.08,7.55,6.86,6.59,5.92,4.85,4.54,4.52,9.12,8.08,7.55,6.86,6.59,5.92,4.85,4.54,4.52
Return on Assets %,11.16,19.36,17.86,13.13,10.66,10.08,13.63,10.10,0.49,11.16,19.36,17.86,13.13,10.66,10.08,13.63,10.10
Return on Equity %,48.47,65.75,42.42,21.35,15.85,15.33,21.97,16.06,2.47,48.47,65.75,42.42,21.35,15.85,15.33,21.97,16.06
Return on Invested Capital %,27.18,30.94,27.19,18.82,15.85,15.33,21.76,15.90,0.38,27.18,30.94,27.19,18.82,15.85,15.33,21.76,15.90
Cap Ex as a % of Sales,4.21,7.32,2.76,15.22,3.72,19.81,4.49,2.96,2.49,4.21,7.32,2.76,15.22,3.72,19.81,4.49,2.96
Total Current Assets,59.65,65.27,60.47,58.49,64.38,70.37,66.82,74.40,56.47,59.65,65.27,60.47,58.49,64.38,70.37,66.82,74.40
Total Current Liabilities,39.91,39.57,33.30,34.96,32.85,31.78,37.73,37.69,42.24,39.91,39.57,33.30,34.96,32.85,31.78,37.73,37.69
Current Ratio,1.49,1.65,1.82,1.67,1.96,2.21,1.77,1.97,1.34,1.49,1.65,1.82,1.67,1.96,2.21,1.77,1.97
Quick Ratio,0.65,0.90,1.41,1.38,1.81,2.07,1.54,1.84,0.45,0.65,0.90,1.41,1.38,1.81,2.07,1.54,1.84
