Gross Margin %,69.9,58.5,55.5,58.1,59.3,58.4,60.1,63.7,67.5,69.9,58.5,55.5,58.1,59.3,58.4,60.1,63.7
Operating Margin %,16.1,12.2,6.0,0.2,10.0,14.6,21.1,19.3,11.4,16.1,12.2,6.0,0.2,10.0,14.6,21.1,19.3
Earnings Per Share USD,0.82,0.90,0.42,0.29,0.47,0.52,1.28,0.58,3.28,0.82,0.90,0.42,0.29,0.47,0.52,1.28,0.58
Book Value Per Share USD,10.11,9.59,8.89,8.11,7.13,6.73,6.04,5.17,13.06,10.11,9.59,8.89,8.11,7.13,6.73,6.04,5.17
SG&A,32.46,27.71,28.26,31.47,32.20,28.81,26.58,30.02,32.92,32.46,27.71,28.26,31.47,32.20,28.81,26.58,30.02
R&D,20.17,17.11,18.73,16.95,15.56,12.97,10.41,10.32,17.76,20.17,17.11,18.73,16.95,15.56,12.97,10.41,10.32
Return on Assets %,7.06,8.25,4.18,3.27,5.56,6.73,18.95,11.11,24.75,7.06,8.25,4.18,3.27,5.56,6.73,18.95,11.11
Return on Equity %,8.36,9.83,5.04,4.08,7.06,8.48,24.21,14.65,29.12,8.36,9.83,5.04,4.08,7.06,8.48,24.21,14.65
Return on Invested Capital %,8.27,9.75,5.00,3.91,6.54,7.82,22.09,12.95,28.84,8.27,9.75,5.00,3.91,6.54,7.82,22.09,12.95
Cap Ex as a % of Sales,12.14,11.63,7.21,10.35,10.23,10.72,7.78,6.87,10.21,12.14,11.63,7.21,10.35,10.23,10.72,7.78,6.87
Total Current Assets,23.36,29.11,30.76,34.66,26.47,32.57,31.85,44.57,33.05,23.36,29.11,30.76,34.66,26.47,32.57,31.85,44.57
Total Current Liabilities,8.17,10.89,11.50,12.45,18.81,12.80,11.12,12.86,7.54,8.17,10.89,11.50,12.45,18.81,12.80,11.12,12.86
Current Ratio,2.86,2.67,2.67,2.78,1.41,2.54,2.86,3.46,4.38,2.86,2.67,2.67,2.78,1.41,2.54,2.86,3.46
Quick Ratio,2.56,2.41,2.50,2.65,1.33,2.40,2.73,3.38,4.02,2.56,2.41,2.50,2.65,1.33,2.40,2.73,3.38
