Gross Margin %,70.3,72.0,71.6,73.9,77.0,78.9,82.0,81.2,70.0,70.3,72.0,71.6,73.9,77.0,78.9,82.0,81.2
Operating Margin %,20.4,22.4,16.7,24.3,8.0,23.8,31.7,32.4,20.5,20.4,22.4,16.7,24.3,8.0,23.8,31.7,32.4
Earnings Per Share USD,2.46,1.36,1.83,1.36,0.25,0.79,0.78,0.57,1.99,2.46,1.36,1.83,1.36,0.25,0.79,0.78,0.57
Book Value Per Share USD,13.89,11.79,10.62,8.68,8.65,7.82,7.21,5.07,16.12,13.89,11.79,10.62,8.68,8.65,7.82,7.21,5.07
SG&A,32.61,33.05,37.86,33.72,40.16,43.52,40.03,38.93,31.84,32.61,33.05,37.86,33.72,40.16,43.52,40.03,38.93
R&D,10.60,9.92,9.20,8.50,8.08,8.29,7.21,7.36,11.18,10.60,9.92,9.20,8.50,8.08,8.29,7.21,7.36
Return on Assets %,13.09,8.91,14.05,11.50,2.41,8.90,10.94,11.27,8.10,13.09,8.91,14.05,11.50,2.41,8.90,10.94,11.27
Return on Equity %,19.44,12.38,19.21,15.62,3.08,10.74,12.90,13.39,13.45,19.44,12.38,19.21,15.62,3.08,10.74,12.90,13.39
Return on Invested Capital %,17.29,11.12,18.47,14.29,2.93,10.69,12.86,12.60,11.26,17.29,11.12,18.47,14.29,2.93,10.69,12.86,12.60
Cap Ex as a % of Sales,8.27,7.91,6.50,6.63,5.92,8.63,7.43,8.95,8.93,8.27,7.91,6.50,6.63,5.92,8.63,7.43,8.95
Total Current Assets,46.34,50.29,45.96,40.32,46.35,36.84,27.00,36.43,57.72,46.34,50.29,45.96,40.32,46.35,36.84,27.00,36.43
Total Current Liabilities,24.65,20.53,19.78,23.76,20.17,18.66,12.60,13.58,29.47,24.65,20.53,19.78,23.76,20.17,18.66,12.60,13.58
Current Ratio,1.88,2.45,2.32,1.70,2.30,1.97,2.14,2.68,1.96,1.88,2.45,2.32,1.70,2.30,1.97,2.14,2.68
Quick Ratio,1.80,2.34,2.23,1.57,1.87,1.59,1.80,2.19,1.88,1.80,2.34,2.23,1.57,1.87,1.59,1.80,2.19
