Gross Margin %,43.8,40.1,38.0,38.6,33.8,28.3,17.6,22.9,42.2,43.8,40.1,38.0,38.6,33.8,28.3,17.6,22.9
Operating Margin %,3.6,-4.0,-69.8,-8.7,-8.5,-20.6,-32.9,-28.4,-1.7,3.6,-4.0,-69.8,-8.7,-8.5,-20.6,-32.9,-28.4
Earnings Per Share USD,0.31,-0.28,-4.02,-0.10,-0.12,-0.72,-1.44,-0.64,-0.24,0.31,-0.28,-4.02,-0.10,-0.12,-0.72,-1.44,-0.64
Book Value Per Share USD,4.69,4.21,4.40,8.09,8.44,7.76,7.65,9.12,4.49,4.69,4.21,4.40,8.09,8.44,7.76,7.65,9.12
SG&A,24.22,28.07,31.26,29.79,26.37,27.01,22.09,22.76,25.50,24.22,28.07,31.26,29.79,26.37,27.01,22.09,22.76
R&D,13.29,12.82,13.14,12.29,12.06,12.91,13.16,15.65,14.62,13.29,12.82,13.14,12.29,12.06,12.91,13.16,15.65
Return on Assets %,3.92,-3.66,-37.87,-0.73,-0.86,-5.88,-11.61,-5.07,-2.91,3.92,-3.66,-37.87,-0.73,-0.86,-5.88,-11.61,-5.07
Return on Equity %,7.25,-6.99,-64.71,-1.22,-1.58,-10.38,-18.02,-7.12,-5.28,7.25,-6.99,-64.71,-1.22,-1.58,-10.38,-18.02,-7.12
Return on Invested Capital %,4.36,-7.20,-49.79,-1.23,-1.33,-7.07,-14.66,-5.54,-5.07,4.36,-7.20,-49.79,-1.23,-1.33,-7.07,-14.66,-5.54
Cap Ex as a % of Sales,6.47,3.04,4.23,3.38,5.42,5.58,5.03,10.44,4.29,6.47,3.04,4.23,3.38,5.42,5.58,5.03,10.44
Total Current Assets,66.85,63.08,66.37,49.18,54.89,58.89,76.34,77.06,70.08,66.85,63.08,66.37,49.18,54.89,58.89,76.34,77.06
Total Current Liabilities,21.46,20.60,18.56,15.33,11.50,13.78,11.53,14.47,34.99,21.46,20.60,18.56,15.33,11.50,13.78,11.53,14.47
Current Ratio,3.12,3.06,3.58,3.21,4.77,4.27,6.62,5.33,2.00,3.12,3.06,3.58,3.21,4.77,4.27,6.62,5.33
Quick Ratio,2.45,2.40,2.86,2.65,4.03,3.70,5.91,4.74,1.57,2.45,2.40,2.86,2.65,4.03,3.70,5.91,4.74
