Gross Margin %,22.3,18.5,17.5,17.9,19.1,16.6,17.8,18.3,21.4,22.3,18.5,17.5,17.9,19.1,16.6,17.8,18.3
Operating Margin %,7.1,5.6,4.1,5.2,5.6,5.3,7.8,8.6,5.3,7.1,5.6,4.1,5.2,5.6,5.3,7.8,8.6
Earnings Per Share USD,1.88,1.35,0.73,1.25,1.31,1.14,1.46,1.18,1.35,1.88,1.35,0.73,1.25,1.31,1.14,1.46,1.18
Book Value Per Share USD,4.96,4.05,2.88,2.20,1.67,1.94,1.72,2.61,6.15,4.96,4.05,2.88,2.20,1.67,1.94,1.72,2.61
SG&A,13.73,11.87,12.22,11.62,12.33,10.36,9.19,8.73,14.23,13.73,11.87,12.22,11.62,12.33,10.36,9.19,8.73
R&D,1.38,1.07,1.18,1.09,1.00,0.87,0.83,0.94,1.88,1.38,1.07,1.18,1.09,1.00,0.87,0.83,0.94
Return on Assets %,8.40,7.29,4.76,9.17,11.08,10.60,15.42,14.31,5.15,8.40,7.29,4.76,9.17,11.08,10.60,15.42,14.31
Return on Equity %,41.86,39.31,28.91,61.90,73.10,61.09,67.31,47.68,24.21,41.86,39.31,28.91,61.90,73.10,61.09,67.31,47.68
Return on Invested Capital %,20.43,21.11,16.49,45.43,61.92,51.45,61.46,44.18,11.32,20.43,21.11,16.49,45.43,61.92,51.45,61.46,44.18
Cap Ex as a % of Sales,1.09,0.72,0.69,0.72,1.36,1.56,1.30,1.07,0.90,1.09,0.72,0.69,0.72,1.36,1.56,1.30,1.07
Total Current Assets,66.13,75.19,72.05,76.04,72.13,77.78,76.62,72.78,58.83,66.13,75.19,72.05,76.04,72.13,77.78,76.62,72.78
Total Current Liabilities,49.40,50.48,56.34,56.07,67.22,69.40,68.92,60.89,49.30,49.40,50.48,56.34,56.07,67.22,69.40,68.92,60.89
Current Ratio,1.34,1.49,1.28,1.36,1.07,1.12,1.11,1.20,1.19,1.34,1.49,1.28,1.36,1.07,1.12,1.11,1.20
Quick Ratio,1.12,1.26,1.03,1.05,0.85,0.92,0.91,1.01,0.97,1.12,1.26,1.03,1.05,0.85,0.92,0.91,1.01
