Gross Margin %,46.9,46.1,45.7,44.1,42.2,41.9,40.1,37.4,48.1,46.9,46.1,45.7,44.1,42.2,41.9,40.1,37.4
Operating Margin %,19.0,18.2,17.8,15.4,13.7,13.1,10.3,11.4,19.6,19.0,18.2,17.8,15.4,13.7,13.1,10.3,11.4
Earnings Per Share USD,13.06,11.52,10.01,8.93,7.18,6.11,4.87,4.93,14.37,13.06,11.52,10.01,8.93,7.18,6.11,4.87,4.93
Book Value Per Share USD,17.09,18.77,17.34,10.06,20.57,18.92,20.95,19.04,16.88,17.09,18.77,17.34,10.06,20.57,18.92,20.95,19.04
SG&A,22.07,21.87,21.88,22.57,22.33,22.16,23.39,20.13,22.54,22.07,21.87,21.88,22.57,22.33,22.16,23.39,20.13
R&D,5.85,6.03,6.08,6.12,6.23,6.68,6.41,5.89,6.03,5.85,6.03,6.08,6.12,6.23,6.68,6.41,5.89
Return on Assets %,13.79,13.33,12.29,10.73,9.32,9.08,7.38,7.89,14.09,13.79,13.33,12.29,10.73,9.32,9.08,7.38,7.89
Return on Equity %,73.43,64.94,74.37,58.82,36.57,30.82,25.25,29.27,85.15,73.43,64.94,74.37,58.82,36.57,30.82,25.25,29.27
Return on Invested Capital %,30.15,28.99,27.31,20.99,17.07,17.23,14.23,15.92,31.39,30.15,28.99,27.31,20.99,17.07,17.23,14.23,15.92
Cap Ex as a % of Sales,3.84,4.19,3.60,4.02,5.57,5.65,4.22,4.54,3.91,3.84,4.19,3.60,4.02,5.57,5.65,4.22,4.54
Total Current Assets,43.74,42.41,44.89,44.74,44.16,43.26,43.18,43.02,41.47,43.74,42.41,44.89,44.74,44.16,43.26,43.18,43.02
Total Current Liabilities,36.18,35.75,33.02,38.75,36.79,38.84,33.24,36.45,36.59,36.18,35.75,33.02,38.75,36.79,38.84,33.24,36.45
Current Ratio,1.21,1.19,1.36,1.15,1.20,1.11,1.30,1.18,1.13,1.21,1.19,1.36,1.15,1.20,1.11,1.30,1.18
Quick Ratio,0.98,0.98,1.13,0.95,1.01,0.94,1.08,0.97,0.96,0.98,0.98,1.13,0.95,1.01,0.94,1.08,0.97
