Gross Margin %,30.9,31.3,24.7,25.4,25.6,26.3,27.3,28.8,30.5,30.9,31.3,24.7,25.4,25.6,26.3,27.3,28.8
Operating Margin %,12.2,12.6,-33.9,11.8,5.6,11.0,18.0,15.6,11.4,12.2,12.6,-33.9,11.8,5.6,11.0,18.0,15.6
Earnings Per Share USD,2.81,2.41,-7.09,3.67,-1.11,,2.30,1.53,2.59,2.81,2.41,-7.09,3.67,-1.11,,2.30,1.53
Book Value Per Share USD,17.64,15.90,15.25,23.44,22.88,,,,18.86,17.64,15.90,15.25,23.44,22.88,,,
SG&A,12.44,12.74,13.73,11.33,12.36,12.70,,,12.69,12.44,12.74,13.73,11.33,12.36,12.70,,
R&D,5.12,4.85,5.23,,,,,,5.18,5.12,4.85,5.23,,,,,
Return on Assets %,7.17,6.64,-17.22,7.87,-2.59,6.35,6.14,4.13,6.01,7.17,6.64,-17.22,7.87,-2.59,6.35,6.14,4.13
Return on Equity %,17.15,15.69,-36.00,15.88,-4.92,11.36,12.65,10.48,14.40,17.15,15.69,-36.00,15.88,-4.92,11.36,12.65,10.48
Return on Invested Capital %,11.44,10.55,-28.67,11.33,-5.18,6.66,12.65,10.48,8.86,11.44,10.55,-28.67,11.33,-5.18,6.66,12.65,10.48
Cap Ex as a % of Sales,4.06,3.19,3.20,4.17,6.63,4.37,4.27,3.81,4.01,4.06,3.19,3.20,4.17,6.63,4.37,4.27,3.81
Total Current Assets,37.42,39.61,34.40,32.85,41.68,31.64,34.31,33.24,33.68,37.42,39.61,34.40,32.85,41.68,31.64,34.31,33.24
Total Current Liabilities,19.19,20.36,16.12,15.43,26.11,16.46,17.26,15.99,20.74,19.19,20.36,16.12,15.43,26.11,16.46,17.26,15.99
Current Ratio,1.95,1.95,2.13,2.13,1.60,1.92,1.99,2.08,1.62,1.95,1.95,2.13,2.13,1.60,1.92,1.99,2.08
Quick Ratio,1.07,1.23,1.34,1.14,0.59,0.96,,,0.98,1.07,1.23,1.34,1.14,0.59,0.96,,
