Gross Margin %,78.4,80.5,80.2,79.5,77.1,76.1,77.7,81.0,77.6,78.4,80.5,80.2,79.5,77.1,76.1,77.7,81.0
Operating Margin %,-1.5,5.9,8.8,5.9,2.7,-0.7,6.5,3.7,-3.6,-1.5,5.9,8.8,5.9,2.7,-0.7,6.5,3.7
Earnings Per Share USD,-0.02,0.12,0.16,0.09,0.04,,0.06,0.02,-0.48,-0.02,0.12,0.16,0.09,0.04,,0.06,0.02
Book Value Per Share USD,2.90,2.40,2.09,1.38,0.95,0.62,0.45,0.35,3.96,2.90,2.40,2.09,1.38,0.95,0.62,0.45,0.35
SG&A,66.95,63.24,61.31,64.36,65.85,67.83,63.77,71.77,67.14,66.95,63.24,61.31,64.36,65.85,67.83,63.77,71.77
R&D,13.03,11.34,10.10,9.24,8.52,8.97,7.53,5.57,14.08,13.03,11.34,10.10,9.24,8.52,8.97,7.53,5.57
Return on Assets %,-0.32,2.32,4.10,3.38,2.09,0.09,7.96,3.99,-5.58,-0.32,2.32,4.10,3.38,2.09,0.09,7.96,3.99
Return on Equity %,-0.81,5.56,9.41,7.73,5.00,0.20,16.68,14.86,-13.85,-0.81,5.56,9.41,7.73,5.00,0.20,16.68,14.86
Return on Invested Capital %,-1.03,2.91,7.22,7.17,4.99,0.12,16.53,14.48,-11.40,-1.03,2.91,7.22,7.17,4.99,0.12,16.53,14.48
Cap Ex as a % of Sales,7.56,22.26,4.13,5.67,5.82,4.45,7.56,2.44,5.89,7.56,22.26,4.13,5.67,5.82,4.45,7.56,2.44
Total Current Assets,40.16,34.77,69.35,72.21,67.99,63.04,69.75,63.71,36.46,40.16,34.77,69.35,72.21,67.99,63.04,69.75,63.71
Total Current Liabilities,55.80,41.29,36.91,51.83,55.61,56.71,53.97,46.94,52.77,55.80,41.29,36.91,51.83,55.61,56.71,53.97,46.94
Current Ratio,0.72,0.84,1.88,1.39,1.22,1.11,1.29,1.36,0.69,0.72,0.84,1.88,1.39,1.22,1.11,1.29,1.36
Quick Ratio,0.63,0.72,1.72,1.26,1.11,1.01,1.21,1.27,0.60,0.63,0.72,1.72,1.26,1.11,1.01,1.21,1.27
