Gross Margin %,70.4,71.0,66.8,67.1,64.5,66.7,67.4,69.5,69.6,70.4,71.0,66.8,67.1,64.5,66.7,67.4,69.5
Operating Margin %,41.1,44.4,25.5,29.6,21.8,23.4,28.7,31.0,33.2,41.1,44.4,25.5,29.6,21.8,23.4,28.7,31.0
Earnings Per Share USD,2.35,2.49,0.84,1.18,0.82,0.88,0.74,0.72,1.72,2.35,2.49,0.84,1.18,0.82,0.88,0.74,0.72
Book Value Per Share USD,9.33,7.27,3.66,2.69,2.80,4.44,3.48,3.43,10.43,9.33,7.27,3.66,2.69,2.80,4.44,3.48,3.43
SG&A,13.52,13.02,19.58,18.68,21.76,23.94,20.10,20.74,16.26,13.52,13.02,19.58,18.68,21.76,23.94,20.10,20.74
R&D,15.78,13.54,21.77,18.85,21.02,19.35,18.67,17.76,20.21,15.78,13.54,21.77,18.85,21.02,19.35,18.67,17.76
Return on Assets %,19.17,25.87,12.03,19.71,14.56,16.01,15.62,17.01,12.46,19.17,25.87,12.03,19.71,14.56,16.01,15.62,17.01
Return on Equity %,28.99,45.93,26.63,43.30,23.49,22.51,21.93,23.11,17.60,28.99,45.93,26.63,43.30,23.49,22.51,21.93,23.11
Return on Invested Capital %,22.51,35.36,17.11,28.55,21.32,22.47,21.86,23.11,14.99,22.51,35.36,17.11,28.55,21.32,22.47,21.86,23.11
Cap Ex as a % of Sales,1.54,0.89,0.98,2.95,2.49,2.87,2.31,2.43,3.54,1.54,0.89,0.98,2.95,2.49,2.87,2.31,2.43
Total Current Assets,92.82,93.91,89.03,86.56,86.68,78.32,82.03,88.00,79.01,92.82,93.91,89.03,86.56,86.68,78.32,82.03,88.00
Total Current Liabilities,23.73,18.52,21.37,20.53,27.67,27.00,30.43,26.80,11.66,23.73,18.52,21.37,20.53,27.67,27.00,30.43,26.80
Current Ratio,3.91,5.07,4.17,4.22,3.13,2.90,2.70,3.28,6.78,3.91,5.07,4.17,4.22,3.13,2.90,2.70,3.28
Quick Ratio,3.61,4.49,3.60,3.37,2.49,2.41,2.25,2.72,6.15,3.61,4.49,3.60,3.37,2.49,2.41,2.25,2.72
