Gross Margin %,44.8,45.6,42.1,39.9,37.6,49.4,40.9,39.4,22.8,44.8,45.6,42.1,39.9,37.6,49.4,40.9,39.4
Operating Margin %,5.6,13.1,12.3,-33.7,-47.6,-0.8,4.0,4.4,-19.5,5.6,13.1,12.3,-33.7,-47.6,-0.8,4.0,4.4
Earnings Per Share USD,0.66,0.64,0.45,-5.10,-6.06,-0.34,0.40,0.25,-1.60,0.66,0.64,0.45,-5.10,-6.06,-0.34,0.40,0.25
Book Value Per Share USD,2.28,1.48,0.97,0.21,4.94,10.54,8.30,8.20,0.75,2.28,1.48,0.97,0.21,4.94,10.54,8.30,8.20
SG&A,15.10,14.38,4.59,22.45,22.83,20.18,17.38,16.14,15.18,15.10,14.38,4.59,22.45,22.83,20.18,17.38,16.14
R&D,22.12,21.64,31.85,31.82,30.72,21.33,19.56,18.69,24.97,22.12,21.64,31.85,31.82,30.72,21.33,19.56,18.69
Return on Assets %,9.90,6.71,3.63,-32.23,-27.36,-1.62,2.19,1.22,-26.42,9.90,6.71,3.63,-32.23,-27.36,-1.62,2.19,1.22
Return on Equity %,37.73,56.71,107.42,-213.07,-77.01,-3.63,5.20,3.35,-111.18,37.73,56.71,107.42,-213.07,-77.01,-3.63,5.20,3.35
Return on Invested Capital %,10.63,6.48,-0.27,-52.46,-41.99,-3.89,1.37,-0.89,-43.75,10.63,6.48,-0.27,-52.46,-41.99,-3.89,1.37,-0.89
Cap Ex as a % of Sales,3.81,2.28,8.62,10.74,28.02,32.87,25.88,28.79,2.45,3.81,2.28,8.62,10.74,28.02,32.87,25.88,28.79
Total Current Assets,65.18,72.40,47.09,31.00,33.04,30.14,48.83,41.15,56.63,65.18,72.40,47.09,31.00,33.04,30.14,48.83,41.15
Total Current Liabilities,35.81,33.72,24.34,29.00,22.73,21.69,25.00,23.54,34.93,35.81,33.72,24.34,29.00,22.73,21.69,25.00,23.54
Current Ratio,1.82,2.15,1.93,1.07,1.45,1.39,1.95,1.75,1.62,1.82,2.15,1.93,1.07,1.45,1.39,1.95,1.75
Quick Ratio,1.51,1.65,1.55,0.64,0.96,0.94,1.51,1.04,1.17,1.51,1.65,1.55,0.64,0.96,0.94,1.51,1.04
