Gross Margin %,77.7,80.2,79.2,80.8,79.1,82.7,84.4,81.8,76.2,77.7,80.2,79.2,80.8,79.1,82.7,84.4,81.8
Operating Margin %,38.8,38.6,34.8,37.2,36.2,37.2,36.6,24.5,29.5,38.8,38.6,34.8,37.2,36.2,37.2,36.6,24.5
Earnings Per Share USD,2.69,2.10,1.62,1.87,1.42,1.20,1.12,0.75,2.00,2.69,2.10,1.62,1.87,1.42,1.20,1.12,0.75
Book Value Per Share USD,6.82,5.33,4.44,3.90,3.25,3.93,4.45,6.93,7.90,6.82,5.33,4.44,3.90,3.25,3.93,4.45,6.93
SG&A,25.97,27.65,28.94,30.07,28.92,30.66,32.28,36.12,24.99,25.97,27.65,28.94,30.07,28.92,30.66,32.28,36.12
R&D,12.93,13.95,15.42,13.51,13.93,14.87,15.54,21.12,13.31,12.93,13.95,15.42,13.51,13.93,14.87,15.54,21.12
Return on Assets %,23.77,22.88,19.34,26.01,21.19,17.95,15.02,9.50,14.77,23.77,22.88,19.34,26.01,21.19,17.95,15.02,9.50
Return on Equity %,44.84,43.76,38.42,52.48,39.51,28.56,19.93,12.03,27.51,44.84,43.76,38.42,52.48,39.51,28.56,19.93,12.03
Return on Invested Capital %,37.83,38.28,33.36,52.48,39.51,28.56,19.93,12.03,22.66,37.83,38.28,33.36,52.48,39.51,28.56,19.93,12.03
Cap Ex as a % of Sales,3.37,3.16,5.34,5.27,4.43,3.56,2.04,3.01,3.13,3.37,3.16,5.34,5.27,4.43,3.56,2.04,3.01
Total Current Assets,68.92,64.65,63.27,59.40,63.59,70.42,68.82,76.38,70.16,68.92,64.65,63.27,59.40,63.59,70.42,68.82,76.38
Total Current Liabilities,26.47,30.36,34.71,41.06,37.60,32.25,23.83,16.20,26.95,26.47,30.36,34.71,41.06,37.60,32.25,23.83,16.20
Current Ratio,2.60,2.13,1.82,1.45,1.69,2.18,2.89,4.71,2.60,2.60,2.13,1.82,1.45,1.69,2.18,2.89,4.71
Quick Ratio,2.35,1.90,1.58,1.25,1.46,1.94,2.66,4.44,2.41,2.35,1.90,1.58,1.25,1.46,1.94,2.66,4.44
