Gross Margin %,84.2,83.5,84.8,83.7,84.6,83.8,82.6,80.7,84.9,84.2,83.5,84.8,83.7,84.6,83.8,82.6,80.7
Operating Margin %,17.6,16.0,13.4,12.6,13.5,13.1,61.7,13.7,15.1,17.6,16.0,13.4,12.6,13.5,13.1,61.7,13.7
Earnings Per Share USD,0.75,0.55,0.45,0.39,0.36,0.29,0.41,0.24,0.77,0.75,0.55,0.45,0.39,0.36,0.29,0.41,0.24
Book Value Per Share USD,7.26,6.69,5.89,5.78,4.89,4.25,2.67,2.04,7.88,7.26,6.69,5.89,5.78,4.89,4.25,2.67,2.04
SG&A,48.18,48.62,50.38,51.14,52.50,53.06,47.02,49.67,49.97,48.18,48.62,50.38,51.14,52.50,53.06,47.02,49.67
R&D,18.42,18.83,19.83,19.95,18.63,17.73,14.69,16.53,19.80,18.42,18.83,19.83,19.95,18.63,17.73,14.69,16.53
Return on Assets %,6.25,5.27,4.81,4.11,3.97,3.86,6.51,4.05,5.66,6.25,5.27,4.81,4.11,3.97,3.86,6.51,4.05
Return on Equity %,10.90,8.93,7.87,7.65,8.65,9.23,19.01,11.79,10.29,10.90,8.93,7.87,7.65,8.65,9.23,19.01,11.79
Return on Invested Capital %,10.90,8.93,7.86,5.76,4.79,4.42,7.32,3.95,9.96,10.90,8.93,7.86,5.76,4.79,4.42,7.32,3.95
Cap Ex as a % of Sales,4.56,5.15,4.43,4.35,9.07,5.65,6.02,7.59,9.03,4.56,5.15,4.43,4.35,9.07,5.65,6.02,7.59
Total Current Assets,49.03,53.86,53.62,50.80,57.33,56.39,67.05,33.97,48.65,49.03,53.86,53.62,50.80,57.33,56.39,67.05,33.97
Total Current Liabilities,33.17,30.91,30.27,25.47,46.62,16.82,15.29,12.27,35.03,33.17,30.91,30.27,25.47,46.62,16.82,15.29,12.27
Current Ratio,1.48,1.74,1.77,1.99,1.23,3.35,4.39,2.77,1.39,1.48,1.74,1.77,1.99,1.23,3.35,4.39,2.77
Quick Ratio,1.29,1.54,1.59,1.77,1.15,3.22,4.30,2.68,1.20,1.29,1.54,1.59,1.77,1.15,3.22,4.30,2.68
