Gross Margin %,65.4,63.4,63.3,62.7,61.0,61.9,63.4,62.1,64.9,65.4,63.4,63.3,62.7,61.0,61.9,63.4,62.1
Operating Margin %,33.6,23.6,23.5,23.0,18.9,23.9,23.6,23.4,28.0,33.6,23.6,23.5,23.0,18.9,23.9,23.6,23.4
Earnings Per Share USD,2.39,1.29,1.36,1.25,1.02,1.00,0.87,0.85,1.95,2.39,1.29,1.36,1.25,1.02,1.00,0.87,0.85
Book Value Per Share USD,9.25,7.66,7.11,5.84,5.34,7.92,7.67,7.20,10.34,9.25,7.66,7.11,5.84,5.34,7.92,7.67,7.20
SG&A,14.80,17.86,18.83,19.84,20.50,18.32,19.30,19.08,16.30,14.80,17.86,18.83,19.84,20.50,18.32,19.30,19.08
R&D,16.56,20.15,19.47,19.45,21.06,18.89,19.54,17.71,19.43,16.56,20.15,19.47,19.45,21.06,18.89,19.54,17.71
Return on Assets %,17.53,11.90,12.60,11.84,11.04,11.40,10.46,11.31,12.32,17.53,11.90,12.60,11.84,11.04,11.40,10.46,11.31
Return on Equity %,28.31,18.53,22.03,21.72,15.58,13.11,12.13,13.67,20.70,28.31,18.53,22.03,21.72,15.58,13.11,12.13,13.67
Return on Invested Capital %,20.92,13.68,13.88,12.81,10.79,13.11,12.13,13.67,13.92,20.92,13.68,13.88,12.81,10.79,13.11,12.13,13.67
Cap Ex as a % of Sales,2.74,1.54,2.14,2.48,6.01,3.88,3.90,2.94,3.13,2.74,1.54,2.14,2.48,6.01,3.88,3.90,2.94
Total Current Assets,63.34,59.89,62.02,58.02,53.47,51.94,48.25,44.31,54.89,63.34,59.89,62.02,58.02,53.47,51.94,48.25,44.31
Total Current Liabilities,8.89,11.22,8.25,10.86,9.54,10.87,9.82,12.97,7.68,8.89,11.22,8.25,10.86,9.54,10.87,9.82,12.97
Current Ratio,7.12,5.34,7.52,5.34,5.60,4.78,4.91,3.42,7.15,7.12,5.34,7.52,5.34,5.60,4.78,4.91,3.42
Quick Ratio,6.01,4.62,6.61,4.56,4.48,3.64,3.60,2.75,6.22,6.01,4.62,6.61,4.56,4.48,3.64,3.60,2.75
