Gross Margin %,42.0,43.7,45.4,55.4,56.5,51.7,53.3,54.5,41.5,42.0,43.7,45.4,55.4,56.5,51.7,53.3,54.5
Operating Margin %,18.4,19.7,20.3,19.7,19.3,18.9,19.3,18.5,18.4,18.4,19.7,20.3,19.7,19.3,18.9,19.3,18.5
Earnings Per Share USD,2.52,2.40,2.63,2.34,2.04,2.68,1.79,1.56,2.82,2.52,2.40,2.63,2.34,2.04,2.68,1.79,1.56
Book Value Per Share USD,12.25,11.14,10.61,9.81,9.31,10.43,9.92,9.18,12.50,12.25,11.14,10.61,9.81,9.31,10.43,9.92,9.18
SG&A,23.52,23.83,24.78,27.01,28.28,22.91,23.03,24.54,23.12,23.52,23.83,24.78,27.01,28.28,22.91,23.03,24.54
Return on Assets %,4.11,4.64,5.43,4.91,4.21,5.64,4.33,4.57,4.27,4.11,4.64,5.43,4.91,4.21,5.64,4.33,4.57
Return on Equity %,21.83,22.43,25.60,24.15,20.41,26.35,18.84,17.34,22.90,21.83,22.43,25.60,24.15,20.41,26.35,18.84,17.34
Return on Invested Capital %,21.60,20.77,21.89,22.36,18.51,26.02,18.59,17.09,22.73,21.60,20.77,21.89,22.36,18.51,26.02,18.59,17.09
Cap Ex as a % of Sales,2.81,2.54,2.86,3.16,4.14,4.63,2.31,2.63,2.34,2.81,2.54,2.86,3.16,4.14,4.63,2.31,2.63
Total Current Assets,83.48,83.08,81.67,79.25,12.62,17.32,16.08,13.08,81.63,83.48,83.08,81.67,79.25,12.62,17.32,16.08,13.08
Total Current Liabilities,78.24,74.65,73.98,73.07,6.72,9.43,10.14,8.37,75.41,78.24,74.65,73.98,73.07,6.72,9.43,10.14,8.37
Current Ratio,1.07,1.11,1.10,1.08,1.88,1.84,1.59,1.56,1.08,1.07,1.11,1.10,1.08,1.88,1.84,1.59,1.56
Quick Ratio,0.10,0.14,0.18,0.15,1.60,1.66,1.37,1.24,0.13,0.10,0.14,0.18,0.15,1.60,1.66,1.37,1.24
