Gross Margin %,67.4,68.0,69.5,69.4,69.8,71.0,71.0,69.6,62.9,67.4,68.0,69.5,69.4,69.8,71.0,71.0,69.6
Operating Margin %,33.6,29.9,21.4,33.5,32.5,35.7,42.1,43.6,29.7,33.6,29.9,21.4,33.5,32.5,35.7,42.1,43.6
Earnings Per Share USD,2.52,1.96,0.95,1.90,1.95,1.44,1.26,1.03,3.51,2.52,1.96,0.95,1.90,1.95,1.44,1.26,1.03
Book Value Per Share USD,16.03,12.94,12.17,10.94,9.46,8.12,6.82,5.94,19.68,16.03,12.94,12.17,10.94,9.46,8.12,6.82,5.94
SG&A,13.00,14.94,14.94,15.41,16.66,14.83,11.12,11.64,12.15,13.00,14.94,14.94,15.41,16.66,14.83,11.12,11.64
R&D,20.02,23.19,23.43,20.47,20.62,20.44,17.82,14.75,20.47,20.02,23.19,23.43,20.47,20.62,20.44,17.82,14.75
Return on Assets %,12.72,11.19,6.12,14.68,19.60,17.84,18.40,17.51,15.38,12.72,11.19,6.12,14.68,19.60,17.84,18.40,17.51
Return on Equity %,17.82,15.77,8.32,18.71,22.59,20.14,20.62,19.93,20.20,17.82,15.77,8.32,18.71,22.59,20.14,20.62,19.93
Return on Invested Capital %,16.71,14.77,8.23,18.39,22.52,20.11,20.59,19.90,19.64,16.71,14.77,8.23,18.39,22.52,20.11,20.59,19.90
Cap Ex as a % of Sales,3.96,3.88,7.31,12.54,9.22,9.10,10.15,6.80,6.72,3.96,3.88,7.31,12.54,9.22,9.10,10.15,6.80
Total Current Assets,39.24,39.69,45.80,47.73,47.69,46.35,62.43,66.79,36.37,39.24,39.69,45.80,47.73,47.69,46.35,62.43,66.79
Total Current Liabilities,14.52,17.89,10.25,9.33,12.21,9.35,8.57,8.26,12.33,14.52,17.89,10.25,9.33,12.21,9.35,8.57,8.26
Current Ratio,2.70,2.22,4.47,5.12,3.91,4.96,7.28,8.08,2.95,2.70,2.22,4.47,5.12,3.91,4.96,7.28,8.08
Quick Ratio,2.39,2.01,4.18,4.56,3.23,4.52,6.63,7.34,2.61,2.39,2.01,4.18,4.56,3.23,4.52,6.63,7.34
