Gross Margin %,49.9,54.3,38.0,45.0,46.6,48.0,38.3,40.4,53.5,49.9,54.3,38.0,45.0,46.6,48.0,38.3,40.4
Operating Margin %,16.5,25.7,-14.9,-34.7,3.8,14.3,-7.6,10.5,17.3,16.5,25.7,-14.9,-34.7,3.8,14.3,-7.6,10.5
Earnings Per Share USD,1.65,1.73,-0.77,-2.33,0.42,1.01,0.46,0.84,0.94,1.65,1.73,-0.77,-2.33,0.42,1.01,0.46,0.84
Book Value Per Share USD,8.18,6.16,3.80,4.19,7.08,7.17,6.31,5.84,9.46,8.18,6.16,3.80,4.19,7.08,7.17,6.31,5.84
SG&A,16.35,14.30,24.46,22.38,22.76,20.99,23.51,14.99,16.99,16.35,14.30,24.46,22.38,22.76,20.99,23.51,14.99
R&D,13.69,12.25,20.12,19.55,18.54,15.16,20.74,14.62,15.17,13.69,12.25,20.12,19.55,18.54,15.16,20.74,14.62
Return on Assets %,18.70,24.94,-10.83,-28.51,4.74,11.10,4.79,8.91,9.40,18.70,24.94,-10.83,-28.51,4.74,11.10,4.79,8.91
Return on Equity %,28.46,42.50,-19.53,-41.11,6.00,15.27,7.63,15.86,13.22,28.46,42.50,-19.53,-41.11,6.00,15.27,7.63,15.86
Return on Invested Capital %,24.36,33.96,-17.55,-37.80,5.95,14.42,4.82,10.09,10.84,24.36,33.96,-17.55,-37.80,5.95,14.42,4.82,10.09
Cap Ex as a % of Sales,6.02,4.73,5.12,7.88,9.41,8.02,10.55,9.22,7.19,6.02,4.73,5.12,7.88,9.41,8.02,10.55,9.22
Total Current Assets,50.25,64.99,61.71,54.94,60.76,51.68,58.88,41.91,50.88,50.25,64.99,61.71,54.94,60.76,51.68,58.88,41.91
Total Current Liabilities,17.07,20.09,22.94,29.71,14.35,15.09,27.72,14.38,12.26,17.07,20.09,22.94,29.71,14.35,15.09,27.72,14.38
Current Ratio,2.94,3.24,2.69,1.85,4.23,3.42,2.12,2.91,4.15,2.94,3.24,2.69,1.85,4.23,3.42,2.12,2.91
Quick Ratio,2.14,2.70,2.08,1.18,3.71,2.98,1.80,1.84,3.10,2.14,2.70,2.08,1.18,3.71,2.98,1.80,1.84
