Gross Margin %,7.6,7.5,6.2,6.8,6.6,7.5,8.4,8.6,7.6,7.6,7.5,6.2,6.8,6.6,7.5,8.4,8.6
Operating Margin %,3.5,2.4,-7.8,2.0,1.5,2.4,3.8,3.5,3.6,3.5,2.4,-7.8,2.0,1.5,2.4,3.8,3.5
Earnings Per Share USD,1.73,0.78,-5.63,0.65,0.35,0.77,1.12,0.81,1.87,1.73,0.78,-5.63,0.65,0.35,0.77,1.12,0.81
Book Value Per Share USD,9.18,7.50,6.90,12.98,11.74,11.14,10.56,9.05,10.22,9.18,7.50,6.90,12.98,11.74,11.14,10.56,9.05
SG&A,3.66,4.40,4.24,3.84,4.00,3.72,3.71,4.21,3.76,3.66,4.40,4.24,3.84,4.00,3.72,3.71,4.21
R&D,0.15,0.21,0.23,0.26,0.30,0.34,0.30,0.22,0.15,0.15,0.21,0.23,0.26,0.30,0.34,0.30,0.22
Return on Assets %,5.68,2.89,-18.87,2.01,1.25,3.47,6.26,5.08,5.31,5.68,2.89,-18.87,2.01,1.25,3.47,6.26,5.08
Return on Equity %,22.12,11.21,-56.14,5.19,3.09,7.43,11.73,9.80,19.87,22.12,11.21,-56.14,5.19,3.09,7.43,11.73,9.80
Return on Invested Capital %,10.43,4.20,-36.55,1.02,-0.40,5.48,9.02,6.76,9.13,10.43,4.20,-36.55,1.02,-0.40,5.48,9.02,6.76
Cap Ex as a % of Sales,2.78,2.97,2.50,2.64,2.46,2.73,3.41,3.48,2.90,2.78,2.97,2.50,2.64,2.46,2.73,3.41,3.48
Total Current Assets,72.76,73.09,69.14,58.86,58.24,67.98,65.88,65.56,72.27,72.76,73.09,69.14,58.86,58.24,67.98,65.88,65.56
Total Current Liabilities,55.11,56.62,50.51,43.34,47.51,49.92,38.46,34.81,49.45,55.11,56.62,50.51,43.34,47.51,49.92,38.46,34.81
Current Ratio,1.32,1.29,1.37,1.36,1.23,1.36,1.71,1.88,1.46,1.32,1.29,1.37,1.36,1.23,1.36,1.71,1.88
Quick Ratio,0.52,0.61,0.81,0.75,0.68,0.77,1.12,1.21,0.61,0.52,0.61,0.81,0.75,0.68,0.77,1.12,1.21
