Gross Margin %,40.5,39.4,40.1,34.3,34.0,29.0,29.0,27.3,43.9,40.5,39.4,40.1,34.3,34.0,29.0,29.0,27.3
Operating Margin %,31.2,28.2,27.4,19.3,18.4,12.7,11.8,3.9,35.3,31.2,28.2,27.4,19.3,18.4,12.7,11.8,3.9
Earnings Per Share USD,27.68,15.15,9.08,5.36,3.93,2.27,1.56,0.36,44.15,27.68,15.15,9.08,5.36,3.93,2.27,1.56,0.36
Book Value Per Share USD,82.45,52.18,35.16,25.17,16.71,11.74,8.95,6.54,126.10,82.45,52.18,35.16,25.17,16.71,11.74,8.95,6.54
SG&A,7.02,8.46,9.67,11.58,12.34,12.60,13.34,17.16,6.42,7.02,8.46,9.67,11.58,12.34,12.60,13.34,17.16
R&D,2.24,2.73,3.11,3.41,3.26,3.69,3.83,5.91,2.16,2.24,2.73,3.11,3.41,3.26,3.69,3.83,5.91
Return on Assets %,27.07,22.84,18.92,14.89,16.43,13.83,13.62,3.71,28.54,27.07,22.84,18.92,14.89,16.43,13.83,13.62,3.71
Return on Equity %,41.67,35.28,31.27,27.19,28.52,22.80,21.29,5.94,42.84,41.67,35.28,31.27,27.19,28.52,22.80,21.29,5.94
Return on Invested Capital %,41.67,35.28,31.27,27.19,28.52,22.80,21.29,5.94,42.84,41.67,35.28,31.27,27.19,28.52,22.80,21.29,5.94
Cap Ex as a % of Sales,6.88,3.25,2.83,3.69,4.11,3.40,1.87,2.13,6.01,6.88,3.25,2.83,3.69,4.11,3.40,1.87,2.13
Total Current Assets,38.66,55.44,66.43,87.66,86.62,84.33,89.17,87.64,32.75,38.66,55.44,66.43,87.66,86.62,84.33,89.17,87.64
Total Current Liabilities,24.04,27.56,24.22,35.61,36.69,37.61,30.16,33.29,21.89,24.04,27.56,24.22,35.61,36.69,37.61,30.16,33.29
Current Ratio,1.61,2.01,2.74,2.46,2.36,2.24,2.96,2.63,1.50,1.61,2.01,2.74,2.46,2.36,2.24,2.96,2.63
Quick Ratio,1.35,1.72,2.48,2.07,2.09,1.76,2.63,2.33,1.24,1.35,1.72,2.48,2.07,2.09,1.76,2.63,2.33
