Gross Margin %,65.2,64.5,62.6,60.4,59.9,60.2,58.1,54.3,58.9,65.2,64.5,62.6,60.4,59.9,60.2,58.1,54.3
Operating Margin %,31.0,35.4,35.1,30.4,30.6,33.5,32.9,20.1,25.4,31.0,35.4,35.1,30.4,30.6,33.5,32.9,20.1
Earnings Per Share USD,29.76,26.31,20.41,13.31,13.29,9.94,5.02,1.46,32.31,29.76,26.31,20.41,13.31,13.29,9.94,5.02,1.46
Book Value Per Share USD,179.52,143.92,113.30,89.72,72.53,55.66,31.87,10.71,217.33,179.52,143.92,113.30,89.72,72.53,55.66,31.87,10.71
SG&A,19.29,16.24,15.44,17.20,16.52,15.10,15.90,20.84,19.91,19.29,16.24,15.44,17.20,16.52,15.10,15.90,20.84
R&D,13.62,12.83,12.02,12.82,12.78,11.59,7.88,7.07,13.54,13.62,12.83,12.02,12.82,12.78,11.59,7.88,7.07
Return on Assets %,14.93,17.30,18.05,14.80,19.19,21.41,21.57,19.07,12.91,14.93,17.30,18.05,14.80,19.19,21.41,21.57,19.07
Return on Equity %,18.66,20.68,20.30,16.60,21.16,23.26,23.73,22.98,16.54,18.66,20.68,20.30,16.60,21.16,23.26,23.73,22.98
Return on Invested Capital %,16.85,19.07,20.30,16.60,21.16,23.26,23.73,22.94,15.29,16.85,19.07,20.30,16.60,21.16,23.26,23.73,22.94
Cap Ex as a % of Sales,9.07,13.70,3.42,10.82,14.48,17.94,13.65,10.00,6.52,9.07,13.70,3.42,10.82,14.48,17.94,13.65,10.00
Total Current Assets,72.70,71.84,72.02,63.52,68.24,70.59,87.63,81.29,64.45,72.70,71.84,72.02,63.52,68.24,70.59,87.63,81.29
Total Current Liabilities,12.28,17.28,6.78,7.25,8.03,7.06,7.26,10.27,15.28,12.28,17.28,6.78,7.25,8.03,7.06,7.26,10.27
Current Ratio,5.92,4.16,10.62,8.77,8.49,10.00,12.08,7.91,4.22,5.92,4.16,10.62,8.77,8.49,10.00,12.08,7.91
Quick Ratio,5.70,4.00,10.08,8.03,8.12,9.63,11.70,7.39,3.95,5.70,4.00,10.08,8.03,8.12,9.63,11.70,7.39
