Gross Margin %,33.9,35.6,41.5,40.7,39.3,42.6,43.3,42.8,32.3,33.9,35.6,41.5,40.7,39.3,42.6,43.3,42.8
Operating Margin %,6.9,3.8,4.1,7.5,7.2,8.9,8.8,8.3,6.0,6.9,3.8,4.1,7.5,7.2,8.9,8.8,8.3
Earnings Per Share USD,0.90,0.43,0.55,0.26,1.19,1.22,0.94,0.86,0.88,0.90,0.43,0.55,0.26,1.19,1.22,0.94,0.86
Book Value Per Share USD,8.31,8.59,8.11,7.21,9.29,7.33,6.58,7.43,9.13,8.31,8.59,8.11,7.21,9.29,7.33,6.58,7.43
SG&A,19.88,21.38,27.39,25.75,26.28,25.22,26.18,29.08,19.15,19.88,21.38,27.39,25.75,26.28,25.22,26.18,29.08
R&D,3.19,3.61,5.53,5.02,5.56,5.80,6.01,4.83,2.93,3.19,3.61,5.53,5.02,5.56,5.80,6.01,4.83
Return on Assets %,4.27,2.22,2.09,1.00,5.02,5.41,3.93,3.18,3.97,4.27,2.22,2.09,1.00,5.02,5.41,3.93,3.18
Return on Equity %,10.85,6.36,7.30,3.10,14.49,17.63,14.65,16.49,10.37,10.85,6.36,7.30,3.10,14.49,17.63,14.65,16.49
Return on Invested Capital %,5.45,1.08,0.55,-0.49,3.67,4.58,3.96,2.86,5.17,5.45,1.08,0.55,-0.49,3.67,4.58,3.96,2.86
Cap Ex as a % of Sales,2.21,2.40,1.27,1.90,2.19,1.85,1.15,1.30,2.29,2.21,2.40,1.27,1.90,2.19,1.85,1.15,1.30
Total Current Assets,26.27,28.23,40.49,36.31,36.27,40.32,39.79,43.92,27.56,26.27,28.23,40.49,36.31,36.27,40.32,39.79,43.92
Total Current Liabilities,21.19,20.97,18.56,24.28,17.32,21.64,19.80,25.32,19.69,21.19,20.97,18.56,24.28,17.32,21.64,19.80,25.32
Current Ratio,1.24,1.35,2.18,1.50,2.09,1.86,2.01,1.73,1.40,1.24,1.35,2.18,1.50,2.09,1.86,2.01,1.73
Quick Ratio,0.91,1.02,1.82,1.12,1.61,1.42,1.50,1.37,1.03,0.91,1.02,1.82,1.12,1.61,1.42,1.50,1.37
