Gross Margin %,65.0,64.1,58.4,61.0,60.8,60.8,61.0,60.2,59.6,65.0,64.1,58.4,61.0,60.8,60.8,61.0,60.2
Operating Margin %,16.1,12.4,1.4,9.5,10.7,14.9,15.8,13.5,12.0,16.1,12.4,1.4,9.5,10.7,14.9,15.8,13.5
Earnings Per Share USD,1.71,1.13,0.26,0.86,0.77,0.69,0.59,0.42,1.58,1.71,1.13,0.26,0.86,0.77,0.69,0.59,0.42
Book Value Per Share USD,10.11,7.29,5.39,4.95,5.47,5.14,4.54,4.07,11.78,10.11,7.29,5.39,4.95,5.47,5.14,4.54,4.07
SG&A,36.08,38.98,40.80,37.76,37.20,33.89,34.48,34.86,34.15,36.08,38.98,40.80,37.76,37.20,33.89,34.48,34.86
R&D,12.66,13.63,14.63,13.69,13.74,11.76,10.70,11.27,13.29,12.66,13.63,14.63,13.69,13.74,11.76,10.70,11.27
Return on Assets %,8.98,6.69,1.81,8.01,8.61,9.46,10.62,9.52,6.72,8.98,6.69,1.81,8.01,8.61,9.46,10.62,9.52
Return on Equity %,21.50,19.10,5.15,16.79,15.22,14.87,14.68,12.66,15.09,21.50,19.10,5.15,16.79,15.22,14.87,14.68,12.66
Return on Invested Capital %,12.45,10.18,2.88,14.96,13.74,13.08,14.63,12.61,10.27,12.45,10.18,2.88,14.96,13.74,13.08,14.63,12.61
Cap Ex as a % of Sales,4.35,3.45,8.50,5.70,5.91,6.43,5.85,4.15,6.53,4.35,3.45,8.50,5.70,5.91,6.43,5.85,4.15
Total Current Assets,74.90,69.86,62.83,50.78,61.25,62.35,66.42,58.02,71.61,74.90,69.86,62.83,50.78,61.25,62.35,66.42,58.02
Total Current Liabilities,39.69,29.43,30.68,34.74,32.46,28.13,21.92,18.34,36.92,39.69,29.43,30.68,34.74,32.46,28.13,21.92,18.34
Current Ratio,1.89,2.37,2.05,1.46,1.89,2.22,3.03,3.16,1.94,1.89,2.37,2.05,1.46,1.89,2.22,3.03,3.16
Quick Ratio,1.75,2.20,1.82,1.24,1.60,1.90,2.82,2.91,1.77,1.75,2.20,1.82,1.24,1.60,1.90,2.82,2.91
