Gross Margin %,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Operating Margin %,40.4,49.7,44.3,-10.7,27.2,6.9,13.4,13.4,53.3,40.4,49.7,44.3,-10.7,27.2,6.9,13.4,13.4
Earnings Per Share USD,14.85,14.05,11.16,-1.95,8.00,0.37,2.67,2.38,21.94,14.85,14.05,11.16,-1.95,8.00,0.37,2.67,2.38
Book Value Per Share USD,46.23,39.76,27.00,14.91,22.98,17.52,,,56.12,46.23,39.76,27.00,14.91,22.98,17.52,,
SG&A,45.23,47.55,52.77,58.72,69.78,76.88,80.31,81.04,43.35,45.23,47.55,52.77,58.72,69.78,76.88,80.31,81.04
Return on Assets %,19.52,22.64,20.97,-3.99,19.15,1.14,7.66,7.29,23.83,19.52,22.64,20.97,-3.99,19.15,1.14,7.66,7.29
Return on Equity %,34.43,42.39,53.86,-10.25,40.28,2.84,24.88,24.42,43.16,34.43,42.39,53.86,-10.25,40.28,2.84,24.88,24.42
Return on Invested Capital %,34.11,41.49,49.33,-12.05,35.36,0.52,16.96,15.51,42.94,34.11,41.49,49.33,-12.05,35.36,0.52,16.96,15.51
Cap Ex as a % of Sales,2.64,2.73,2.73,3.41,3.85,2.84,2.79,3.01,2.95,2.64,2.73,2.73,3.41,3.85,2.84,2.79,3.01
Total Current Assets,72.39,73.03,66.97,66.58,73.35,70.38,60.20,58.28,75.08,72.39,73.03,66.97,66.58,73.35,70.38,60.20,58.28
Total Current Liabilities,39.44,35.57,42.40,46.18,37.75,35.64,42.07,39.86,39.37,39.44,35.57,42.40,46.18,37.75,35.64,42.07,39.86
Current Ratio,1.84,2.05,1.58,1.44,1.94,1.97,1.43,1.46,1.91,1.84,2.05,1.58,1.44,1.94,1.97,1.43,1.46
Quick Ratio,1.51,1.70,1.22,1.20,1.78,1.79,1.05,1.10,1.59,1.51,1.70,1.22,1.20,1.78,1.79,1.05,1.10
